country,year,award_category,rank_no,score,process,total_value,weight_kg,acidity_str_agg,aroma_flavor_str_agg,other_str_agg,overall_str_agg,characteristics_str_agg
bolivia,2009,coe,22,85.14,,12870.13,,"fresh,crisp,orange bright,transcendent,green grape","honey,chocolate,orange peel,vanilla,cinnamon,blackberry,cedar,cardamom,honey","velvety,juicy,orange,clean,sweet finish","velvety,juicy,orange,clean,sweet finish","velvety,juicy,orange,clean,sweet finish"
bolivia,2009,coe,28,84.33,,9433.67,,"citrus,sour cherry,grape,transparent","nuts,orange,cherry pulp,chocolate,orange peel,black tea,berry,tobacco","lingering aftertaste,creamy body,full complex,clear,clove","lingering aftertaste,creamy body,full complex,clear,clove","lingering aftertaste,creamy body,full complex,clear,clove"
bolivia,2009,coe,23,85,,9317.3,,"citric,complex fruit","plum,cherry,red rose,floral,chocolate,honey,peach,grapefruit","thick body,juicy mouthfeel","thick body,juicy mouthfeel","thick body,juicy mouthfeel"
bolivia,2009,coe,26,84.69,,9562.68,,"lemon,transparent,lime,consistent","tropical fruits,papaya,mango,tangerine,tobacco,tomato,banana,herbal,lemon,nuts,caramel,molasses","spicy aftertaste,balanced,complex,dense,full","spicy aftertaste,balanced,complex,dense,full","spicy aftertaste,balanced,complex,dense,full"
bolivia,2009,coe,4,91.38,,18779.9,,"transparent,crisp,citric,grape,raspberry,elegant","perfume,jasmine,orange blossom,blueberry,marmalade,wine,green apple,cherry,passionfruit,apricot,cranberry,black cherry,tangerine","balanced creamy body,buttery,syrupy,juicy,savory,molasses,wine character","balanced creamy body,buttery,syrupy,juicy,savory,molasses,wine character","balanced creamy body,buttery,syrupy,juicy,savory,molasses,wine character"
bolivia,2009,coe,30,84.21,,7946.4,,"crisp citrus,orange","toffee,tobacco,black cherry,black currant,orange,peanut,chocolate,cinnamon,lime,tobacco,chocolate,black cherry","clean,raisins,silky,smooth","clean,raisins,silky,smooth","clean,raisins,silky,smooth"
bolivia,2009,coe,2,92.05,,25614.6,,"lively,brilliant,currant,effervescent,alive,grapefruit,clean","black currant,ripe prunes,blackberry,jasmine,rose,peach,floral,cherry,mango,passionfruit,cedar,tobacco,honey,sugar cane","translucent,violet,rounded,complete,viscous,structured,complex","translucent,violet,rounded,complete,viscous,structured,complex","translucent,violet,rounded,complete,viscous,structured,complex"
bolivia,2009,coe,11,86.62,,12765.48,,"melon,green apple,citric,green grape,complex","orange,peach,floral,sugary,plums,prunes,cherry,milk chocolate,black currant,sweet apple,toasted almonds,salted caramel,savory","brown sugar,multi dimensional,dense,full,viscous,deep,long aftertaste,elegant","brown sugar,multi dimensional,dense,full,viscous,deep,long aftertaste,elegant","brown sugar,multi dimensional,dense,full,viscous,deep,long aftertaste,elegant"
bolivia,2009,coe,5,90.9,,19657.99,,"citrus,crisp,sweet green grape,red berry","stone fruits,black currant,orange,sweet jasmine,chocolate,caramel,honey,cherry,juicy ripe peach,strawberry,cinnamon","complex,elegant,long aftertaste,full,plum","complex,elegant,long aftertaste,full,plum","complex,elegant,long aftertaste,full,plum"
bolivia,2009,coe,6,90.71,,17500.32,,"citrus,crisp,brilliant,intoxicating","jasmine,cherry,floral,sweet,cinnamon,strawberry,raspberry,coconut,orange spice,cocoa,raisin apple,cedar,rum","complex,exotic,red wine,long aftertaste,plush","complex,exotic,red wine,long aftertaste,plush","complex,exotic,red wine,long aftertaste,plush"
bolivia,2009,coe,3,91.62,,16011.04,,"red currant,crisp,juicy,grape","floral,jasmine,passionfruit,mango,green apple,blackberry,plum,peach,coffee cherry,butter,spice,apricot,cherry,honey,caramel","clarity,silky body,creamy mouthfeel,black currant","clarity,silky body,creamy mouthfeel,black currant","clarity,silky body,creamy mouthfeel,black currant"
bolivia,2009,coe,16,85.6,,13800.26,,"apricot,black currant,red grape,clean,complex,refined","jasmine,spicy,peach,cedar,tobacco,vanilla,nougat,toffee,berry,papaya","silky,creamy,buttery,juicy","silky,creamy,buttery,juicy","silky,creamy,buttery,juicy"
bolivia,2009,coe,1,93.36,,63749.29,,"brisk,citric,tartaric,intense,floral,transparent,multi dimensional","perfume,jasmine,violet,honeysuckle,spices,pineapple,melon,orange,black tea,cherry,rose,almond,peach,red wine,passionfruit","semi,sweet chocolate,vanilla,well balanced,jammy,complete,clove,long lasting,consistent","semi,sweet chocolate,vanilla,well balanced,jammy,complete,clove,long lasting,consistent","semi,sweet chocolate,vanilla,well balanced,jammy,complete,clove,long lasting,consistent"
bolivia,2009,coe,25,84.81,,8885.28,,"grapefruit,citric,transparent,crisp","floral,perfume,sweet,citric,vanilla,chocolate,cherry,melon,grape,apricot,orange peel,banana","creamy,smooth,good long aftertaste,floral,juicy","creamy,smooth,good long aftertaste,floral,juicy","creamy,smooth,good long aftertaste,floral,juicy"
bolivia,2009,coe,7,90.17,,16703.63,,"grape,green apple,malic,bright","black tea,cherries,plums,bittersweet chocolate,raspberry,jasmine,vanilla,ripe coffee cherry,watermelon,wine,black currant,mango","juicy,balanced,savory,dense but clean","juicy,balanced,savory,dense but clean","juicy,balanced,savory,dense but clean"
bolivia,2009,coe,24,84.95,,9221.58,,"grapefruit,green apple,citrus,meyer lemon","cedar,malt,dark chocolate,sesame seed,red wine,pepper spice,bergamot,cherry,cocoa","complex acidity,very smooth,creamy,well balance,long lasting","complex acidity,very smooth,creamy,well balance,long lasting","complex acidity,very smooth,creamy,well balance,long lasting"
bolivia,2009,coe,21,85.17,,9463.35,,"light citrus,grapefruit,lemon,sparkling","apricot,chocolate,floral,cinnamon,honey,apple,green grapes,caramel,pepper","clean finish,creamy mouthfeel,butterscotch undertones,green apple","clean finish,creamy mouthfeel,butterscotch undertones,green apple","clean finish,creamy mouthfeel,butterscotch undertones,green apple"
bolivia,2009,coe,8,89.12,,14946.26,,"refined,elegant,citrus,juicy,lively,red grape","jasmine,floral,rose,cinnamon,watermelon,cedar,peach,green apple,cherry,plum,orange tea spices,honey,brown sugar","silky body,great texture,creamy,smooth dense,solid,consistent","silky body,great texture,creamy,smooth dense,solid,consistent","silky body,great texture,creamy,smooth dense,solid,consistent"
burundi,2013,coe,14,85.87,,7140,,"lemon citric lime,tartaric,malic","cherry,peach,cocoa,savory,mandarin,vanilla,honey","apple aftertaste,rich,bright,medium heavy,sweet","apple aftertaste,rich,bright,medium heavy,sweet","apple aftertaste,rich,bright,medium heavy,sweet"
burundi,2013,coe,3,90.13,,23002.8,,"malic,juicy,tartaric,citric,balanced,layered","orange,caramel,bergamot,floral,praline tea,kiwi,stone fruits,caramelized sugar,grapefruit,butterscotch,honey,jasmine","juicy mouthfeel,creamy,short and snappy aftertaste,multi dimensional,stable,long finish","juicy mouthfeel,creamy,short and snappy aftertaste,multi dimensional,stable,long finish","juicy mouthfeel,creamy,short and snappy aftertaste,multi dimensional,stable,long finish"
burundi,2013,coe,12,86.1,,21534,,"high citric,green apple,lime,grape,tartaric","orange,melon,molasses,toffee,citric,honey,sweet chocolate","medium body,sweet,creamy,cherry cola,cedar,intense,fruity aftertaste,transitioned to high citrus to coca,multi dimensional","medium body,sweet,creamy,cherry cola,cedar,intense,fruity aftertaste,transitioned to high citrus to coca,multi dimensional","medium body,sweet,creamy,cherry cola,cedar,intense,fruity aftertaste,transitioned to high citrus to coca,multi dimensional"
burundi,2013,coe,10,86.6,,7378,,"fruit,transparent,phosphoric,sparkly,tartaric,complex","cinnamon,caramel,asian pear,raspberry jam,orange,dry cocoa,blueberry,lime,floral","medium body,stable hot to cold","medium body,stable hot to cold","medium body,stable hot to cold"
burundi,2013,coe,5,89,,13330.8,,"citric,lime,tangy,pineapple,malic","floral,orange,cherry wine,tangerine,orange zest,marmalade,malt,black cherry,raisin,almonds,honey","rich,round body,notably clean and sweet,thick mouth feel,long lasting,finish,lavender","rich,round body,notably clean and sweet,thick mouth feel,long lasting,finish,lavender","rich,round body,notably clean and sweet,thick mouth feel,long lasting,finish,lavender"
burundi,2013,coe,6,88.5,,12320.1,,"very complex,multi dimensional,fruit malic,long lasting,acidity","sweet chocolate,caramel,apple,asian pear,blackberry,lime,toffee,floral,raspberry,dates","very clean,rum,brandy warmth,crisp,clean,notable balance of acidity and sweetness","very clean,rum,brandy warmth,crisp,clean,notable balance of acidity and sweetness","very clean,rum,brandy warmth,crisp,clean,notable balance of acidity and sweetness"
burundi,2013,coe,2,90.2,,21603.2,,"effervescent,complex fruit,tartaric,green apple,raspberry,high level and long extension aftertaste","honeysuckle,orange,sweet fruit,melon blackcurrant,floral,butterscotch,citrus,lavender,cherry,sweet chocolate,tea rose,caramel,hazelnuts,red currant,coriander","very clean,long lasting,aftertaste with floral and acidity","very clean,long lasting,aftertaste with floral and acidity","very clean,long lasting,aftertaste with floral and acidity"
burundi,2013,coe,9,87.03,,8799,,"high citric,complex fruit,malic,tartaric,lemon zest,cactus","red currant,caramel,cinnamon,toffee,lemongrass,mulling spice,asian pear,red apple,melon,cherry,honey","long citric aftertaste,herbal finish,silky mouthfeel","long citric aftertaste,herbal finish,silky mouthfeel","long citric aftertaste,herbal finish,silky mouthfeel"
burundi,2013,coe,7,88.27,,21938.3,,"malic,lactic,crisp,round,bright,yogurt,bright","almond,caramel,cinnamon,chocolate,brown sugar,jasmine butterscotch marshmallow,pear,molasses,cherries,blackberry,red currant,green apple","round,plush,creamy mouthfeel","round,plush,creamy mouthfeel","round,plush,creamy mouthfeel"
burundi,2013,coe,1,90.37,,44982,,"malic elegant crisp,cherry juicy","caramel,honey,chocolate,cherry,plum,very sweet,tomato,mellow,blackberry,muscat,berries,lemon lime,tangerine mandarin,honey lemon,panela,melons","smooth,complete,well balanced,structured,silky,sweet acidity,balanced,very clean","smooth,complete,well balanced,structured,silky,sweet acidity,balanced,very clean","smooth,complete,well balanced,structured,silky,sweet acidity,balanced,very clean"
burundi,2013,coe,8,87.7,,11104.8,,"citric,pink grapefruit,sweet lemon zest,subtle,structured","cinnamon,black tea,cedar,spicy,sweet,apricot,pineapple caramel,peach","full,round,smooth,heavy body,long sweet after taste,well balanced,creaminess","full,round,smooth,heavy body,long sweet after taste,well balanced,creaminess","full,round,smooth,heavy body,long sweet after taste,well balanced,creaminess"
burundi,2013,coe,13,86,,7932,,"citric,malic,mellow,cherry,green apple","caramel,pear,blueberry,cocoa powder,tobacco,red apple,panela,white wine","powdery mouthfeel,dry aftertaste,subtle finish,long,sweet aftertaste,balanced,complex","powdery mouthfeel,dry aftertaste,subtle finish,long,sweet aftertaste,balanced,complex","powdery mouthfeel,dry aftertaste,subtle finish,long,sweet aftertaste,balanced,complex"
burundi,2013,coe,11,86.43,,9839.4,,"high citric,complex,with spine,intense","rose,ripe fruit,kiwi,caramel,peach,apricot,rose hip,fresh fig,lemon,roasted almond","rich velvety,heavy body,creamy,chocolate sauce,tangy,positive,full,milky","rich velvety,heavy body,creamy,chocolate sauce,tangy,positive,full,milky","rich velvety,heavy body,creamy,chocolate sauce,tangy,positive,full,milky"
burundi,2013,coe,4,89.73,,19420.8,,"tartaric,citric,green grapes,transparent,subtle lemons and limes","honey,coffee blossom,brown sugar,apricot,hibiscus,toffee,pear,blueberry","silky,creamy,round,balanced,complete,red wine","silky,creamy,round,balanced,complete,red wine","silky,creamy,round,balanced,complete,red wine"
burundi,2014,coe,17,85.72,,16932,,"citric,complex elegant delicate,lime malic","citric,apple,dark chocolate,flowers cherries,lime mango,chocolate brownie cranberry,green grape,chocolate herbs,winey fig","very balanced,fresh,floral,flavors aftertaste,hibiscus balanced,mineral aftertaste,ripe fruits,floral","very balanced,fresh,floral,flavors aftertaste,hibiscus balanced,mineral aftertaste,ripe fruits,floral","very balanced,fresh,floral,flavors aftertaste,hibiscus balanced,mineral aftertaste,ripe fruits,floral"
burundi,2014,coe,12,85.94,,9762.1,,"malic,citric","honey,nuts,chocolate,brown sugar,caramel cherry vanilla,floral,green apples","citric round buttery body,complex","citric round buttery body,complex","citric round buttery body,complex"
burundi,2014,coe,16,85.78,,10032.7,,"malic,citric","tangerine,fruity,black currants,malty,cedar,apricots","silky body,creamy,juicy buttery,transparent,round","silky body,creamy,juicy buttery,transparent,round","silky body,creamy,juicy buttery,transparent,round"
burundi,2014,coe,5,88.89,,16272,,"transparent delicate,lively,zesty","black cherry,peach,honey,chocolate,melon,raspberry,red fruit,green apple,grapefruit,jasmine perfume,trickle","butter,very sweet,very clean,long,sweet finish,lingering aftertaste","butter,very sweet,very clean,long,sweet finish,lingering aftertaste","butter,very sweet,very clean,long,sweet finish,lingering aftertaste"
burundi,2014,coe,10,86.19,,13695.85,,"zesty,phosphoric malic,dark cherry,lime acidity,green apple","brown sugar,juicy,peach aftertaste,raspberry,berry,raisins,chocolate,vanilla,dark chocolate,hazelnuts,banana","delicate refined,raisin,sweet,clean,honey","delicate refined,raisin,sweet,clean,honey","delicate refined,raisin,sweet,clean,honey"
burundi,2014,coe,20,85.34,,7501.2,,"citric,apple,complex","caramel,toffee,stewed fruit,grapes,honey,mandarin chocolate,cream,melon,savory,mango","milk chocolate,finish,honey aftertaste,sweet finish,juicy","milk chocolate,finish,honey aftertaste,sweet finish,juicy","milk chocolate,finish,honey aftertaste,sweet finish,juicy"
burundi,2014,coe,24,85.06,,11113.2,,"tartaric,crisp,citric,lime,complex","honey,brown sugar,chocolate,floral,caramel,raisin plums","red wine finish,almond,creamy","red wine finish,almond,creamy","red wine finish,almond,creamy"
burundi,2014,coe,4,89.07,,18984,,"malic complex,phosphoric,clean,crystalline,sparkling","honey,candy,peach,brown sugar,berry,currant,tea rose,melon currants guava lavender,guava,orange,caramel,cherry,almond,cacao,berries","clean,juicy,syrupy aftertaste,fruity,long pleasant aftertaste","clean,juicy,syrupy aftertaste,fruity,long pleasant aftertaste","clean,juicy,syrupy aftertaste,fruity,long pleasant aftertaste"
burundi,2014,coe,11,85.94,,7300.2,,"tartaric,sweet","cherry,honey,almond,green apples,raspberry,grape,caramel,black berries,honey,triticale","syrupy,silky body,juicy,round,tea finish,candy sweet","syrupy,silky body,juicy,round,tea finish,candy sweet","syrupy,silky body,juicy,round,tea finish,candy sweet"
burundi,2014,coe,6,88.71,,15926.4,,"malic,lime,complex,citrus","tropical,plum,red apple,rose,flowers,strawberry,honey,grapes,almonds,honey,raspberry,chocolate,stone fruit,sweet","clean,sweet,red apple,aftertaste,dried fruit,aftertaste,well balanced,pleasantly dry aftertaste,phosphoric zing","clean,sweet,red apple,aftertaste,dried fruit,aftertaste,well balanced,pleasantly dry aftertaste,phosphoric zing","clean,sweet,red apple,aftertaste,dried fruit,aftertaste,well balanced,pleasantly dry aftertaste,phosphoric zing"
burundi,2014,coe,25,85.03,,6051.2,,"complex,tartaric","sweet berry,peach,passion fruit,chocolate,brown sugar,tropical fruit,lime,raspberry,hibiscus perfume","viscous,elegant,clean,round,aftertaste,smooth lingering aftertaste,winey aftertaste","viscous,elegant,clean,round,aftertaste,smooth lingering aftertaste,winey aftertaste","viscous,elegant,clean,round,aftertaste,smooth lingering aftertaste,winey aftertaste"
burundi,2014,coe,7,88.5,,15423,,"complex,juicy,complex lively,citric","raspberries,ginger,red currants,apple pie,jammy,muscat blueberry,passion fruit,chocolate,brown sugar,maple sugar floral,butter","complex,round,creamy body,very clean,green tea,aftertaste,structured,multi dimensional,viscous","complex,round,creamy body,very clean,green tea,aftertaste,structured,multi dimensional,viscous","complex,round,creamy body,very clean,green tea,aftertaste,structured,multi dimensional,viscous"
burundi,2014,coe,22,85.09,,12432,,"bright citric,crisp,juicy","cranberries,cherry chocolate,green apple,caramel,cocoa","balanced transparent,sweet,long lasting,silky","balanced transparent,sweet,long lasting,silky","balanced transparent,sweet,long lasting,silky"
